Item_Identifier,Outlet_Identifier,Item_Outlet_Sales (Predicted)
FDM20,OUT010,501.5260673
FDW11,OUT010,153.985044
FDX08,OUT035,2970.813161
NCK17,OUT035,962.7569674
FDK32,OUT018,2431.094061
NCA42,OUT035,2865.801465
DRI01,OUT035,2970.813161
NCL55,OUT049,3674.451961
DRE25,OUT018,1412.721813
FDD14,OUT017,3131.132681
FDB10,OUT046,3674.451961
DRN11,OUT035,2511.642001
FDP38,OUT018,900.2563135
NCA30,OUT017,3131.132681
FDT15,OUT017,3131.132681
NCP55,OUT018,900.2563135
FDF12,OUT035,2589.464728
FDM21,OUT018,3125.475166
FDX56,OUT035,3131.132681
FDF10,OUT017,2511.642001
FDT32,OUT045,3131.132681
FDM51,OUT018,1412.721813
NCR50,OUT018,2394.496879
FDI19,OUT049,3674.451961
FDX21,OUT017,1613.758924
FDR31,OUT035,2511.642001
FDY02,OUT013,3674.451961
NCA29,OUT045,2970.813161
NCX17,OUT046,3520.439369
FDM12,OUT045,3131.132681
FDI53,OUT027,4525.791676
NCU30,OUT049,2865.801465
FDC56,OUT027,2858.806824
FDK27,OUT018,1603.474891
NCK18,OUT017,2865.801465
FDB52,OUT019,1140.462698
DRG25,OUT027,4755.804586
FDZ13,OUT049,962.7569674
FDB57,OUT019,1140.462698
FDR40,OUT046,1329.689967
NCO14,OUT019,173.4398496
NCN19,OUT045,3131.132681
FDQ28,OUT019,793.583749
FDO13,OUT018,2736.731625
FDK48,OUT013,1171.73857
FDU07,OUT018,2431.094061
FDW20,OUT046,1876.869728
FDV12,OUT010,214.6624357
FDH24,OUT013,2943.624191
FDV59,OUT049,3520.439369
FDK57,OUT045,1833.558728
FDL16,OUT027,1989.476872
NCQ17,OUT046,2511.642001
FDJ15,OUT018,2841.743322
FDX24,OUT049,1613.758924
FDT47,OUT046,1613.758924
FDT10,OUT049,1062.143099
FDZ37,OUT018,1412.721813
FDW43,OUT027,5750.527443
DRN36,OUT017,1613.758924
FDJ14,OUT045,1193.900669
FDA32,OUT013,3520.439369
FDJ38,OUT019,947.72627
FDQ57,OUT017,2511.642001
NCQ41,OUT019,1045.366092
FDG56,OUT049,1062.143099
DRC13,OUT027,2702.320545
FDV55,OUT035,2511.642001
FDQ49,OUT045,2511.642001
FDE29,OUT010,145.9248956
FDR03,OUT013,3131.132681
FDD45,OUT049,1613.758924
FDN38,OUT010,509.8812291
FDT56,OUT046,1062.143099
FDT48,OUT045,3131.132681
FDU03,OUT049,3131.132681
FDC56,OUT010,311.448407
NCO43,OUT027,2784.762608
FDQ27,OUT017,1613.758924
FDR03,OUT046,3131.132681
DRH23,OUT010,145.9248956
FDG22,OUT045,962.7569674
NCJ42,OUT013,1613.758924
FDR24,OUT046,1613.758924
FDW60,OUT035,3048.635888
FDJ08,OUT013,3131.132681
DRL59,OUT018,900.2563135
FDG60,OUT010,477.3589373
FDW27,OUT017,2511.642001
FDX14,OUT018,1066.504819
FDC20,OUT013,940.5948678
NCS29,OUT018,3125.475166
FDJ56,OUT046,1847.771623
FDB20,OUT019,457.5988948
FDL28,OUT027,5294.405022
FDW01,OUT018,2431.094061
FDL03,OUT046,3131.132681
FDX22,OUT049,3131.132681
FDJ21,OUT035,2511.642001
FDR31,OUT045,2511.642001
FDG21,OUT035,2511.642001
FDS22,OUT027,1890.255858
FDK08,OUT035,1613.758924
FDE17,OUT018,2431.094061
NCN30,OUT017,1613.758924
FDT50,OUT046,1613.758924
NCX42,OUT049,2865.801465
FDJ12,OUT035,3131.132681
NCA18,OUT027,3222.393165
FDP23,OUT019,1140.462698
FDX12,OUT013,3674.451961
FDN40,OUT018,2431.094061
FDV48,OUT035,1193.900669
NCY54,OUT013,2648.39866
FDL16,OUT010,126.7182728
FDR45,OUT018,3125.475166
FDJ52,OUT046,2865.801465
DRG01,OUT017,1193.900669
FDP52,OUT013,3520.439369
FDU58,OUT017,3131.132681
FDL02,OUT045,1570.447925
FDG28,OUT013,3674.451961
FDA19,OUT035,1876.869728
FDW46,OUT027,1890.255858
NCD43,OUT049,1613.758924
DRG39,OUT013,940.5948678
NCF55,OUT049,962.7569674
FDJ07,OUT046,1876.869728
FDE08,OUT046,2511.642001
FDP56,OUT019,173.4398496
FDT45,OUT045,962.7569674
FDF17,OUT018,2841.743322
FDX44,OUT046,1329.689967
FDM28,OUT027,4794.973801
FDI36,OUT049,3131.132681
FDS07,OUT045,1833.558728
FDD36,OUT045,1833.558728
FDW11,OUT046,1062.143099
FDN40,OUT049,2511.642001
NCQ18,OUT049,1613.758924
NCQ54,OUT017,2865.801465
NCS42,OUT045,1570.447925
DRH39,OUT010,195.3036302
FDC09,OUT027,2858.806824
FDT08,OUT010,363.6019857
FDC08,OUT035,3520.439369
FDT20,OUT017,962.7569674
FDS35,OUT035,1062.143099
FDX58,OUT018,2841.743322
FDW58,OUT046,1613.758924
DRD27,OUT046,1613.758924
FDH32,OUT019,476.9577003
FDS26,OUT035,3674.451961
FDQ31,OUT046,1329.689967
FDP11,OUT018,3125.475166
FDD58,OUT017,1613.758924
FDM33,OUT045,3520.439369
FDZ16,OUT049,3131.132681
NCS29,OUT010,509.8812291
NCM18,OUT019,173.4398496
FDP11,OUT049,3520.439369
NCC42,OUT017,1876.869728
DRM23,OUT046,2970.813161
NCN55,OUT027,5294.405022
FDK46,OUT013,3674.451961
FDR01,OUT046,3131.132681
NCA05,OUT045,2511.642001
NCP43,OUT017,2970.813161
FDR12,OUT010,427.5891216
FDQ01,OUT013,3674.451961
FDM13,OUT046,1876.869728
FDQ19,OUT017,3674.451961
FDK56,OUT019,736.5257825
NCX06,OUT010,471.0561001
FDO56,OUT027,2858.806824
FDU45,OUT045,1736.584111
FDI16,OUT019,165.3797012
FDL32,OUT046,1779.895111
FDA07,OUT046,1876.869728
FDA14,OUT045,2511.642001
FDV46,OUT027,3039.458611
NCO07,OUT035,3520.439369
NCP41,OUT046,1613.758924
FDY60,OUT018,1603.474891
FDN38,OUT017,3674.451961
FDO15,OUT046,1193.900669
FDT60,OUT013,1876.869728
FDA55,OUT035,3520.439369
FDE02,OUT010,206.6022873
DRJ39,OUT049,3520.439369
FDV34,OUT035,1193.900669
FDS20,OUT027,5413.949638
FDF02,OUT027,2784.762608
FDW40,OUT017,2511.642001
NCB43,OUT046,3131.132681
FDR58,OUT017,1613.758924
DRJ59,OUT035,909.2486105
NCD30,OUT017,1613.758924
FDE14,OUT017,1613.758924
FDC28,OUT018,1412.721813
FDU16,OUT018,1412.721813
NCD19,OUT035,962.7569674
FDU21,OUT046,962.7569674
FDV59,OUT027,5421.657104
FDU03,OUT045,3131.132681
FDC33,OUT010,599.1658891
NCR42,OUT035,962.7569674
DRH59,OUT035,1140.392312
NCM31,OUT035,1949.034087
FDS50,OUT035,3520.439369
FDP39,OUT046,998.4544829
FDQ55,OUT013,1876.869728
FDV36,OUT019,596.2889206
FDI05,OUT027,1839.079989
FDS45,OUT027,2835.938477
FDA39,OUT045,998.4544829
FDC37,OUT010,214.6624357
FDJ60,OUT027,4810.592934
DRQ35,OUT046,1876.869728
NCJ06,OUT046,1876.869728
NCY42,OUT018,2394.496879
DRM37,OUT049,3131.132681
FDR14,OUT045,962.7569674
FDE51,OUT049,962.7569674
FDT33,OUT017,2865.801465
FDR08,OUT013,1779.895111
FDE36,OUT010,427.5891216
FDL22,OUT019,460.2069931
FDR44,OUT013,1876.869728
FDI56,OUT019,476.9577003
FDE47,OUT010,267.2607233
FDV27,OUT010,214.6624357
FDV10,OUT049,962.7569674
FDC40,OUT045,1193.900669
NCX41,OUT013,3131.132681
NCQ38,OUT027,2784.762608
FDV12,OUT027,2487.128701
FDE52,OUT017,1329.689967
FDG20,OUT027,5313.17116
FDV16,OUT027,1839.079989
FDI32,OUT017,1876.869728
FDJ32,OUT049,1062.143099
FDN39,OUT018,2736.731625
FDY34,OUT017,2865.801465
FDC14,OUT035,962.7569674
FDA55,OUT017,3520.439369
FDZ50,OUT010,515.7322962
DRG13,OUT049,2865.801465
FDP01,OUT013,2511.642001
NCG54,OUT017,2970.813161
FDM13,OUT045,1833.558728
NCO18,OUT027,4710.37134
NCW41,OUT013,2511.642001
FDM52,OUT027,3943.98115
NCF55,OUT035,962.7569674
FDT09,OUT046,1876.869728
NCM19,OUT035,1852.05947
FDW12,OUT018,2431.094061
FDP15,OUT019,1284.536982
FDK36,OUT045,962.7569674
FDZ25,OUT035,2970.813161
NCW06,OUT049,3131.132681
FDW60,OUT046,3048.635888
DRC49,OUT013,2511.642001
NCT17,OUT035,3131.132681
NCN06,OUT018,2700.134442
FDC45,OUT013,2970.813161
DRJ47,OUT019,899.5318061
NCF06,OUT045,3674.451961
FDE21,OUT010,267.2607233
DRG27,OUT013,940.5948678
FDW40,OUT049,1876.869728
NCO53,OUT046,3131.132681
FDE23,OUT049,962.7569674
FDQ16,OUT046,1613.758924
FDS26,OUT045,3674.451961
FDZ13,OUT010,126.7182728
FDS14,OUT049,2511.642001
FDC10,OUT045,1833.558728
FDY16,OUT049,3131.132681
FDJ20,OUT035,1876.869728
FDV43,OUT035,962.7569674
FDZ32,OUT027,2858.806824
FDR23,OUT046,2970.813161
FDN24,OUT035,962.7569674
FDE34,OUT027,5274.406318
FDU31,OUT013,3520.439369
FDW33,OUT018,1412.721813
FDU26,OUT046,1876.869728
FDE20,OUT027,5067.979766
NCW05,OUT035,1613.758924
FDB22,OUT018,2431.094061
FDO56,OUT046,1876.869728
FDA19,OUT027,2858.806824
DRI39,OUT045,962.7569674
FDH52,OUT018,900.2563135
FDZ50,OUT035,3131.132681
NCN42,OUT035,2511.642001
FDB53,OUT013,2511.642001
DRG11,OUT017,1613.758924
DRK11,OUT027,3943.98115
FDQ60,OUT017,1876.869728
FDT36,OUT017,962.7569674
DRG25,OUT018,2841.743322
DRJ23,OUT046,3131.132681
FDG05,OUT035,2865.801465
NCK06,OUT018,1904.452427
FDU52,OUT017,2511.642001
FDW07,OUT018,1412.721813
NCM17,OUT045,962.7569674
FDA22,OUT045,2865.801465
NCA41,OUT018,2841.743322
FDF38,OUT035,962.7569674
FDH52,OUT046,1062.143099
FDY58,OUT019,1112.156057
FDZ16,OUT045,3131.132681
NCM18,OUT017,1062.143099
FDA22,OUT018,2736.731625
NCJ43,OUT035,2970.813161
FDI34,OUT027,5294.405022
FDG56,OUT046,1062.143099
FDS34,OUT046,1876.869728
DRC01,OUT035,962.7569674
FDQ04,OUT035,962.7569674
FDK04,OUT035,1062.143099
FDT51,OUT049,1779.895111
FDV26,OUT017,3131.132681
FDS04,OUT049,1876.869728
FDW43,OUT018,3125.475166
FDQ28,OUT010,363.6019857
NCK06,OUT017,1876.869728
FDS23,OUT018,1603.474891
FDZ36,OUT019,915.2039781
FDE56,OUT018,900.2563135
FDW10,OUT027,4610.152291
NCN14,OUT045,3131.132681
NCQ18,OUT045,1570.447925
FDW08,OUT017,1613.758924
FDU43,OUT035,3674.451961
FDR33,OUT010,224.8035513
FDM24,OUT010,363.6019857
NCZ05,OUT046,1613.758924
NCV41,OUT035,1779.895111
FDV11,OUT018,2841.743322
NCY05,OUT035,962.7569674
FDV44,OUT018,2841.743322
FDW32,OUT049,1329.689967
NCU18,OUT027,3859.378688
NCC43,OUT035,3674.451961
FDW19,OUT013,1779.895111
FDN31,OUT035,3131.132681
FDI48,OUT045,962.7569674
FDS24,OUT017,1613.758924
FDF46,OUT049,1876.869728
DRG23,OUT017,2511.642001
FDG14,OUT018,2431.094061
NCY30,OUT049,2970.813161
FDO28,OUT018,1603.474891
DRD24,OUT035,1876.869728
FDI33,OUT049,1613.758924
FDN32,OUT046,3131.132681
FDR16,OUT045,3520.439369
FDF26,OUT046,2511.642001
NCN29,OUT018,900.2563135
FDE20,OUT045,2865.801465
FDA46,OUT046,3131.132681
FDU28,OUT045,3131.132681
FDQ48,OUT045,1570.447925
FDV36,OUT013,1876.869728
FDR14,OUT018,900.2563135
FDP23,OUT017,3520.439369
FDP56,OUT013,940.5948678
FDK48,OUT010,195.3036302
FDR48,OUT046,2589.464728
NCY29,OUT049,962.7569674
FDM22,OUT018,900.2563135
DRJ01,OUT013,2865.801465
FDZ43,OUT045,3674.451961
FDV03,OUT035,2511.642001
FDX11,OUT027,5055.784329
NCA41,OUT027,5421.657104
FDE38,OUT017,2865.801465
FDI27,OUT018,900.2563135
FDN32,OUT013,3131.132681
NCN43,OUT017,1949.034087
FDB47,OUT027,5294.405022
FDV03,OUT017,2511.642001
NCN30,OUT045,1570.447925
NCV54,OUT010,267.2607233
FDV07,OUT013,1779.895111
FDP07,OUT049,3131.132681
FDK48,OUT018,1066.504819
FDM15,OUT019,836.3880202
FDY19,OUT027,2858.806824
FDK46,OUT046,3674.451961
FDY11,OUT045,1193.900669
FDH09,OUT046,962.7569674
FDO08,OUT027,5067.979766
FDU14,OUT013,3674.451961
FDD22,OUT027,2835.938477
FDM27,OUT017,2511.642001
FDL02,OUT027,2784.762608
NCA17,OUT035,2511.642001
FDE38,OUT019,885.3922217
NCG07,OUT049,3131.132681
DRC27,OUT013,3674.451961
FDA27,OUT035,3674.451961
FDW40,OUT045,1833.558728
DRI11,OUT013,1876.869728
FDN50,OUT046,1613.758924
FDR12,OUT046,3048.635888
FDT34,OUT027,2835.938477
FDW11,OUT035,1062.143099
NCO30,OUT027,5000.476837
FDZ34,OUT017,3131.132681
FDU45,OUT017,1779.895111
NCD42,OUT035,962.7569674
FDX25,OUT045,3131.132681
NCR29,OUT046,962.7569674
FDX43,OUT019,906.8685239
FDB04,OUT010,214.6624357
FDR49,OUT027,1930.864944
FDS39,OUT018,1603.474891
FDW58,OUT045,1570.447925
FDG22,OUT019,156.6891424
FDG31,OUT017,1097.840615
NCV53,OUT027,4956.283453
DRJ37,OUT035,2511.642001
FDV07,OUT035,1779.895111
FDW52,OUT018,2736.731625
FDT15,OUT045,3131.132681
FDD02,OUT018,1603.474891
FDM16,OUT035,1193.900669
NCE55,OUT046,2970.813161
FDB57,OUT018,3125.475166
FDQ04,OUT013,940.5948678
FDQ47,OUT019,146.1730784
FDY14,OUT019,1140.462698
DRK37,OUT017,3131.132681
FDO25,OUT017,3131.132681
FDL57,OUT046,3674.451961
NCK29,OUT018,1603.474891
FDK46,OUT027,4956.283453
NCB43,OUT010,509.8812291
DRE01,OUT027,4965.130309
FDC46,OUT018,2841.743322
FDQ23,OUT045,1570.447925
FDX38,OUT049,962.7569674
FDG60,OUT018,3125.475166
FDW55,OUT017,3674.451961
FDP39,OUT013,976.2923833
FDB20,OUT018,1066.504819
FDV21,OUT017,1876.869728
FDZ02,OUT013,1613.758924
FDP19,OUT027,2858.806824
FDA38,OUT035,3674.451961
FDH22,OUT045,1833.558728
DRM11,OUT045,3674.451961
FDO12,OUT027,3906.023999
FDT14,OUT049,1876.869728
FDW34,OUT010,509.1381994
FDG04,OUT027,4900.257788
FDW59,OUT018,1412.721813
FDR33,OUT018,1412.721813
FDP32,OUT013,1876.869728
FDL13,OUT027,5421.657104
FDD22,OUT013,1779.895111
FDV40,OUT027,1839.079989
NCD55,OUT046,962.7569674
FDQ20,OUT010,153.985044
FDD28,OUT045,1062.143099
FDC39,OUT045,3131.132681
NCR17,OUT049,1876.869728
DRO35,OUT018,1603.474891
FDF40,OUT049,3674.451961
FDR31,OUT018,2431.094061
NCQ41,OUT017,3131.132681
FDP38,OUT046,962.7569674
NCU54,OUT027,5209.802561
FDG22,OUT018,900.2563135
DRK59,OUT013,3674.451961
FDC37,OUT046,1613.758924
NCO42,OUT013,2511.642001
NCT42,OUT017,2511.642001
FDX27,OUT035,1613.758924
FDV40,OUT018,1066.504819
FDT45,OUT027,1890.255858
FDS47,OUT019,468.8975519
FDR45,OUT035,3674.451961
FDB03,OUT045,3674.451961
FDO49,OUT035,962.7569674
FDU60,OUT027,4810.592934
FDB26,OUT018,900.2563135
FDB46,OUT017,3520.439369
FDQ37,OUT019,947.72627
FDN03,OUT017,3674.451961
NCX30,OUT045,3674.451961
FDK32,OUT019,793.583749
DRM47,OUT013,3131.132681
NCO02,OUT046,1266.065028
FDP04,OUT013,1039.981
NCO43,OUT049,1685.923283
FDD59,OUT013,1171.73857
FDQ10,OUT017,2970.813161
FDW45,OUT035,2511.642001
NCK30,OUT049,3674.451961
FDU31,OUT018,3125.475166
NCQ17,OUT019,635.5036961
FDN01,OUT017,2970.813161
FDZ19,OUT049,2970.813161
DRG37,OUT017,2511.642001
FDE32,OUT045,962.7569674
FDO34,OUT049,2865.801465
FDM04,OUT019,173.4398496
FDZ25,OUT049,2970.813161
FDU08,OUT049,1613.758924
NCW30,OUT045,3674.451961
NCM18,OUT013,1039.981
FDS22,OUT035,962.7569674
NCH18,OUT017,3674.451961
FDC23,OUT013,2970.813161
FDY46,OUT013,3131.132681
NCU06,OUT046,3520.439369
FDX57,OUT045,1570.447925
FDX36,OUT027,5349.888731
FDL16,OUT045,962.7569674
FDT16,OUT010,535.3358199
FDN16,OUT018,1412.721813
FDC03,OUT046,3131.132681
DRF60,OUT013,3674.451961
FDS27,OUT027,5236.835593
FDP33,OUT010,517.4933613
FDJ36,OUT018,1412.721813
NCR42,OUT013,940.5948678
FDV14,OUT017,1329.689967
NCP42,OUT035,3131.132681
FDB50,OUT027,1930.864944
NCC30,OUT027,4710.37134
FDA23,OUT018,1412.721813
FDW16,OUT017,1613.758924
FDQ52,OUT010,500.9484784
FDB58,OUT049,2511.642001
NCP29,OUT049,1062.143099
NCM05,OUT045,3674.451961
FDO25,OUT013,3131.132681
NCM54,OUT046,1876.869728
NCL54,OUT046,2970.813161
FDL39,OUT010,515.7322962
FDF53,OUT018,2841.743322
NCQ42,OUT035,1876.869728
FDF58,OUT013,1039.981
FDZ04,OUT035,1062.143099
FDE26,OUT019,832.2717873
FDS60,OUT017,3048.635888
FDV58,OUT017,3131.132681
FDM04,OUT045,962.7569674
FDE08,OUT035,2511.642001
NCB43,OUT049,3131.132681
FDU11,OUT010,267.2607233
FDF22,OUT019,1112.156057
FDE24,OUT013,1876.869728
DRJ49,OUT046,1876.869728
NCQ53,OUT035,3674.451961
NCL41,OUT013,940.5948678
FDR22,OUT013,1779.895111
FDH04,OUT035,1613.758924
DRH15,OUT045,962.7569674
FDY40,OUT049,962.7569674
NCI17,OUT035,1613.758924
NCC18,OUT013,2970.813161
FDY28,OUT027,5294.405022
FDB45,OUT027,2858.806824
NCL30,OUT018,1904.452427
FDM10,OUT017,3520.439369
FDH22,OUT027,2835.938477
NCZ53,OUT017,3131.132681
NCI18,OUT013,3520.439369
FDH14,OUT027,2865.106572
FDR36,OUT027,1948.384547
FDW01,OUT045,2511.642001
FDK02,OUT027,2784.762608
FDJ02,OUT018,2431.094061
FDU55,OUT013,3674.451961
NCV18,OUT027,2432.342628
FDH14,OUT018,1603.474891
FDZ37,OUT045,1570.447925
FDX49,OUT049,3520.439369
NCD43,OUT046,1613.758924
FDZ07,OUT013,1039.981
FDK43,OUT035,1876.869728
FDR32,OUT018,3125.475166
FDT39,OUT013,2511.642001
NCV54,OUT017,1876.869728
FDF38,OUT018,900.2563135
FDV60,OUT046,3131.132681
FDH44,OUT027,4231.761467
FDS21,OUT046,1062.143099
NCL41,OUT045,962.7569674
FDM46,OUT017,1613.758924
FDU27,OUT045,998.4544829
NCJ54,OUT017,3674.451961
DRG51,OUT018,2736.731625
NCA29,OUT019,846.7041835
FDR47,OUT045,3131.132681
NCL19,OUT027,2865.106572
DRG01,OUT049,1193.900669
FDG10,OUT046,1062.143099
NCV05,OUT049,2511.642001
NCH18,OUT019,1140.462698
FDV14,OUT018,1412.721813
DRJ23,OUT035,3131.132681
DRJ11,OUT046,3131.132681
FDZ03,OUT017,3131.132681
FDI27,OUT010,153.985044
FDJ14,OUT018,1412.721813
FDU32,OUT017,1876.869728
FDD47,OUT027,4984.300821
DRF36,OUT035,3131.132681
FDM21,OUT046,3674.451961
FDV10,OUT018,900.2563135
FDH60,OUT018,2841.743322
FDX47,OUT010,374.4686871
FDT19,OUT019,688.3313187
FDO11,OUT045,3674.451961
FDH24,OUT027,4316.726791
FDL02,OUT018,1412.721813
FDB02,OUT049,2970.813161
FDA43,OUT046,3131.132681
FDG52,OUT045,962.7569674
DRC12,OUT013,3131.132681
FDY37,OUT018,1603.474891
NCU18,OUT045,1833.558728
FDU09,OUT035,962.7569674
DRJ25,OUT027,1686.954472
DRE12,OUT018,1506.500274
DRL47,OUT017,1876.869728
DRK01,OUT046,1613.758924
FDC22,OUT019,708.2191414
FDG44,OUT013,940.5948678
FDW04,OUT035,1876.869728
FDK09,OUT049,3520.439369
NCN43,OUT035,1949.034087
FDG04,OUT049,3131.132681
FDH32,OUT010,214.6624357
DRI47,OUT017,2511.642001
DRE15,OUT013,1171.73857
FDY11,OUT035,1193.900669
FDO60,OUT049,962.7569674
FDQ20,OUT018,900.2563135
FDO57,OUT027,4739.109427
FDT14,OUT019,728.2412528
FDA57,OUT049,962.7569674
DRN35,OUT017,909.2486105
FDJ03,OUT046,962.7569674
FDX28,OUT017,1613.758924
DRE25,OUT045,1570.447925
FDR09,OUT046,3674.451961
FDB23,OUT035,3520.439369
FDO08,OUT045,2865.801465
FDQ23,OUT049,1613.758924
FDW04,OUT013,1876.869728
DRK13,OUT010,500.9484784
NCL17,OUT027,2865.106572
FDY21,OUT035,3131.132681
FDJ38,OUT027,4900.257788
FDA37,OUT019,585.4516073
FDV43,OUT013,940.5948678
FDL36,OUT046,1613.758924
FDD53,OUT045,962.7569674
FDZ19,OUT010,509.8812291
FDV21,OUT045,1833.558728
NCL54,OUT018,2805.146139
DRI47,OUT027,3943.98115
DRG03,OUT049,2511.642001
FDG21,OUT013,2511.642001
FDW03,OUT018,1412.721813
NCI55,OUT046,1876.869728
DRC36,OUT019,899.5318061
FDH22,OUT017,1876.869728
FDV20,OUT045,1833.558728
NCU41,OUT027,5421.657104
FDN46,OUT027,2835.938477
FDK50,OUT045,2865.801465
NCA05,OUT027,3943.98115
DRH01,OUT018,2841.743322
FDT08,OUT018,2431.094061
FDM08,OUT018,3125.475166
FDZ07,OUT035,1062.143099
FDS22,OUT017,962.7569674
FDV35,OUT027,4129.60867
FDI28,OUT010,195.3036302
FDW58,OUT027,2835.938477
FDT52,OUT045,3674.451961
FDY34,OUT046,2865.801465
FDR10,OUT046,2865.801465
FDK57,OUT017,1876.869728
FDR02,OUT027,2784.762608
FDX49,OUT046,3674.451961
FDQ20,OUT046,962.7569674
DRK23,OUT045,3674.451961
NCW06,OUT046,3131.132681
FDR31,OUT017,2511.642001
NCE43,OUT013,2865.801465
DRO59,OUT027,1839.079989
FDN09,OUT049,3674.451961
FDR11,OUT046,2865.801465
FDO57,OUT013,2865.801465
NCX18,OUT017,3131.132681
FDB05,OUT018,3125.475166
FDQ08,OUT018,900.2563135
NCG43,OUT035,1613.758924
FDJ56,OUT013,1847.771623
FDA13,OUT010,153.985044
FDO56,OUT017,1876.869728
FDB37,OUT018,3125.475166
FDZ02,OUT018,1412.721813
FDQ24,OUT046,3674.451961
FDM16,OUT013,1171.73857
FDU35,OUT049,1613.758924
FDT35,OUT035,2865.801465
NCX30,OUT049,3674.451961
FDG04,OUT017,3131.132681
FDI12,OUT035,1329.689967
FDE35,OUT035,1062.143099
NCP14,OUT027,2686.058062
NCY53,OUT045,1736.584111
FDP49,OUT017,962.7569674
FDQ04,OUT017,962.7569674
FDM39,OUT035,2970.813161
FDO58,OUT019,871.225165
FDC56,OUT017,1876.869728
NCQ54,OUT046,2865.801465
FDV10,OUT027,1890.255858
NCK17,OUT046,962.7569674
NCF55,OUT027,1491.396619
FDV33,OUT013,3674.451961
NCH29,OUT019,476.9577003
FDA37,OUT027,2784.762608
FDH46,OUT018,1412.721813
FDS25,OUT035,1779.895111
FDH04,OUT027,2531.047174
FDX52,OUT046,3131.132681
NCD42,OUT017,962.7569674
FDW47,OUT017,1876.869728
FDL25,OUT027,2531.047174
NCJ06,OUT010,267.2607233
FDY09,OUT013,2970.813161
FDS40,OUT046,962.7569674
FDH41,OUT017,3520.439369
FDG38,OUT035,1329.689967
FDU03,OUT027,5085.079298
FDV20,OUT046,1876.869728
DRB13,OUT045,3131.132681
NCQ30,OUT013,1876.869728
NCH06,OUT013,3674.451961
FDU50,OUT018,1506.500274
NCO42,OUT019,793.583749
FDW09,OUT018,1066.504819
FDH04,OUT013,1613.758924
FDC21,OUT045,1570.447925
FDL21,OUT049,962.7569674
FDM46,OUT010,248.2932438
FDT22,OUT019,148.6289941
FDB28,OUT035,3131.132681
FDI12,OUT018,1412.721813
FDA28,OUT045,1833.558728
FDF59,OUT013,1876.869728
FDM45,OUT027,2835.938477
FDQ56,OUT017,1329.689967
FDR46,OUT049,2511.642001
FDT01,OUT013,3005.288439
FDD16,OUT027,1839.079989
NCU30,OUT010,427.5891216
FDM40,OUT010,407.7896694
FDI56,OUT035,1613.758924
NCS30,OUT013,1876.869728
FDU08,OUT017,1613.758924
FDX51,OUT027,5421.657104
FDA43,OUT045,3131.132681
FDX59,OUT010,153.985044
FDC37,OUT018,1412.721813
FDP58,OUT013,3520.439369
NCY42,OUT035,1876.869728
FDF21,OUT018,2841.743322
FDU10,OUT027,1890.255858
DRL47,OUT018,1603.474891
FDA58,OUT018,3125.475166
FDJ22,OUT049,3131.132681
FDK50,OUT046,2865.801465
FDO38,OUT035,1193.900669
DRF60,OUT035,3674.451961
NCZ42,OUT019,1140.462698
FDD35,OUT049,1876.869728
FDL25,OUT045,1570.447925
FDJ16,OUT013,940.5948678
DRK59,OUT049,3674.451961
FDI50,OUT046,3520.439369
NCB19,OUT045,1329.689967
DRI37,OUT035,1062.143099
FDA14,OUT027,3943.98115
FDC08,OUT018,3125.475166
FDS45,OUT046,1613.758924
FDI21,OUT049,1062.143099
DRJ47,OUT035,2970.813161
DRE37,OUT027,4755.804586
FDT55,OUT018,2431.094061
NCG42,OUT027,3222.393165
FDA31,OUT049,2970.813161
NCW42,OUT046,3520.439369
FDF50,OUT017,3131.132681
FDK56,OUT049,3131.132681
FDX10,OUT035,962.7569674
NCK07,OUT027,4739.109427
FDZ49,OUT017,3520.439369
FDR33,OUT013,1613.758924
FDO44,OUT018,1506.500274
FDA20,OUT046,3131.132681
NCL30,OUT045,1833.558728
FDI05,OUT019,449.5387464
FDQ12,OUT018,3125.475166
FDH47,OUT017,1613.758924
FDH34,OUT018,2841.743322
FDF29,OUT046,1876.869728
FDG40,OUT018,900.2563135
NCE18,OUT017,3674.451961
FDP21,OUT010,478.6682323
FDY50,OUT013,1613.758924
FDB36,OUT049,1876.869728
NCZ29,OUT049,1876.869728
FDU20,OUT018,1603.474891
FDO56,OUT013,1876.869728
FDW31,OUT049,3131.132681
DRH59,OUT013,1118.230213
NCB30,OUT017,3131.132681
FDK43,OUT027,2784.762608
FDW43,OUT045,3520.439369
NCL19,OUT017,1949.034087
FDJ27,OUT046,1613.758924
FDC45,OUT046,2865.801465
FDY40,OUT035,962.7569674
NCM41,OUT035,1613.758924
NCK18,OUT019,846.7041835
FDP37,OUT049,1876.869728
FDA27,OUT027,5421.657104
NCX30,OUT035,3674.451961
FDR09,OUT017,3674.451961
FDG08,OUT027,5313.17116
NCU30,OUT013,2865.801465
FDB16,OUT017,1329.689967
FDM16,OUT017,1193.900669
FDC48,OUT013,1171.73857
NCF18,OUT046,3131.132681
FDU46,OUT018,1412.721813
FDH41,OUT018,3125.475166
NCN42,OUT010,374.4686871
FDU49,OUT046,1329.689967
FDB20,OUT027,1913.124206
FDG50,OUT019,476.9577003
FDW20,OUT045,1833.558728
NCO55,OUT049,1685.923283
FDX48,OUT046,2589.464728
FDU48,OUT046,1876.869728
FDR48,OUT019,646.3410094
FDK27,OUT013,1876.869728
FDT35,OUT013,2865.801465
FDN12,OUT049,1779.895111
NCE31,OUT019,146.1730784
